name;year;count
Kreuz;2012;5509
Neutor;2012;2158
Schloss;2012;818
Innenstadtring;2012;24437
Aaseestadt;2012;1608
Geist;2012;3157
Schützenhof;2012;3463
Düesberg;2012;1640
Mitte-Süd;2012;9868
Hafen;2012;592
Herz-Jesu;2012;1989
Mauritz-Mitte;2012;3613
Rumphorst;2012;2046
Uppenberg;2012;3096
Mitte-Nordost;2012;11336
Mitte;2012;50291
Gievenbeck;2012;4890
Sentrup;2012;2776
Mecklenbeck;2012;1794
Albachten;2012;734
Roxel;2012;1865
Nienberge;2012;1506
West;2012;13565
Coerde;2012;1811
Kinderhaus-Ost;2012;1277
Kinderhaus-West;2012;1905
Sprakel;2012;423
Nord;2012;5416
Mauritz-Ost;2012;2406
Gelmer-Dyckburg;2012;569
Handorf;2012;1157
Ost;2012;4132
Gremmendorf-West;2012;921
Gremmendorf-Ost;2012;1167
Angelmodde;2012;1566
Wolbeck;2012;1496
Südost;2012;5150
Berg Fidel;2012;993
Hiltrup-Ost;2012;984
Hiltrup-Mitte;2012;2488
Hiltrup-West;2012;1500
Amelsbüren;2012;701
Hiltrup;2012;6666
Münster;2012;85220
Aegidii;2013;715
Überwasser;2013;814
Dom;2013;1210
Buddenturm;2013;1188
Martini;2013;762
Altstadt;2013;4689
Pluggendorf;2013;2280
Josef;2013;4438
Bahnhof;2013;732
Hansaplatz;2013;3723
Mauritz-West;2013;2971
Schlachthof;2013;1927
Kreuz;2013;5478
Neutor;2013;2107
Schloss;2013;824
Innenstadtring;2013;24480
Aaseestadt;2013;1649
Geist;2013;3213
Schützenhof;2013;3565
Düesberg;2013;1673
Mitte-Süd;2013;10100
Hafen;2013;593
Herz-Jesu;2013;1959
Mauritz-Mitte;2013;3698
Rumphorst;2013;2102
Uppenberg;2013;3153
Mitte-Nordost;2013;11505
Mitte;2013;50774
Gievenbeck;2013;5055
Sentrup;2013;2792
Mecklenbeck;2013;1865
Albachten;2013;733
Roxel;2013;1829
Nienberge;2013;1575
West;2013;13849
Coerde;2013;1916
Kinderhaus-Ost;2013;1283
Kinderhaus-West;2013;1949
Sprakel;2013;455
Nord;2013;5603
Mauritz-Ost;2013;2447
Gelmer-Dyckburg;2013;593
Handorf;2013;1174
Ost;2013;4214
Gremmendorf-West;2013;1041
Gremmendorf-Ost;2013;1249
Angelmodde;2013;1668
Wolbeck;2013;1538
Südost;2013;5496
Berg Fidel;2013;1013
Hiltrup-Ost;2013;1013
Hiltrup-Mitte;2013;2512
Hiltrup-West;2013;1515
Amelsbüren;2013;733
Hiltrup;2013;6786
Münster;2013;86722
Aegidii;2014;674
Überwasser;2014;779
Dom;2014;1203
Buddenturm;2014;1184
Martini;2014;767
Altstadt;2014;4607
Pluggendorf;2014;2299
Josef;2014;4411
Bahnhof;2014;750
Hansaplatz;2014;3757
Mauritz-West;2014;2966
Schlachthof;2014;1912
Kreuz;2014;5508
Neutor;2014;2091
Schloss;2014;820
Innenstadtring;2014;24514
Aaseestadt;2014;1630
Geist;2014;3221
Schützenhof;2014;3541
Düesberg;2014;1687
Mitte-Süd;2014;10079
Hafen;2014;588
Herz-Jesu;2014;1997
Mauritz-Mitte;2014;3763
Rumphorst;2014;2067
Uppenberg;2014;3171
Mitte-Nordost;2014;11586
Mitte;2014;50786
Gievenbeck;2014;5174
Sentrup;2014;2864
Mecklenbeck;2014;2028
Albachten;2014;756
Roxel;2014;1888
Nienberge;2014;1584
West;2014;14294
Coerde;2014;1994
Kinderhaus-Ost;2014;1330
Kinderhaus-West;2014;1951
Sprakel;2014;471
Nord;2014;5746
Mauritz-Ost;2014;2493
Gelmer-Dyckburg;2014;606
Handorf;2014;1189
Ost;2014;4288
Gremmendorf-West;2014;1086
Gremmendorf-Ost;2014;1269
Angelmodde;2014;1652
Wolbeck;2014;1561
Südost;2014;5568
Berg Fidel;2014;1059
Hiltrup-Ost;2014;1045
Hiltrup-Mitte;2014;2521
Hiltrup-West;2014;1549
Amelsbüren;2014;725
Hiltrup;2014;6899
Münster;2014;87581
